,Unnamed: 0,title,author,num_rating,num_reviews,avg_rating,num_pages,original_publish_year,series,genres,award,place,url
13,13,Jewels of the Sun,Nora Roberts,60571.0,1352.0,4.22,347,1999.0,True,"['Romance', 'Romance Contemporary Romance', 'Fiction', 'Fantasy', 'Contemporary', 'Fantasy Paranormal', 'Cultural Ireland', 'Romance Paranormal Romance', 'Womens Fiction Chick Lit', 'Adult']",0,Ireland,https://www.goodreads.com//book/show/59810.Jewels_of_the_Sun
14,14,The Forever War,Joe Haldeman,145516.0,6098.0,4.14,278,2003.0,True,"['Science Fiction', 'Fiction', 'War', 'War Military Fiction', 'Science Fiction Fantasy', 'Space Space Opera', 'Classics', 'Science Fiction Time Travel', 'Space', 'Speculative Fiction']",4,,https://www.goodreads.com//book/show/21611.The_Forever_War
15,15,River God,Wilbur Smith,35205.0,1541.0,4.19,664,1995.0,True,"['Historical Historical Fiction', 'Fiction', 'Historical', 'Northern Africa Egypt', 'Fantasy', 'Adventure', 'Cultural Africa', 'Thriller', 'Romance', 'Mystery']",0,,https://www.goodreads.com//book/show/429138.River_God
16,16,In the Woods,Tana French,328190.0,22818.0,3.77,429,2007.0,True,"['Mystery', 'Fiction', 'Thriller', 'Mystery Crime', 'Thriller Mystery Thriller', 'Cultural Ireland', 'Suspense', 'Adult', 'Audiobook', 'Contemporary']",4,Ireland,https://www.goodreads.com//book/show/237209.In_the_Woods
17,17,Possession of My Heart,Kia Carrington-Russell,2798.0,25.0,3.47,258,2014.0,True,[],0,,https://www.goodreads.com//book/show/23291161-possession-of-my-heart
18,18,The Moon Is a Harsh Mistress,Robert A. Heinlein,119882.0,3982.0,4.15,288,2005.0,False,"['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Fantasy', 'Audiobook', 'Politics', 'Novels', 'Space', 'Speculative Fiction']",3,,https://www.goodreads.com//book/show/16690.The_Moon_Is_a_Harsh_Mistress
19,19,Deity,Jennifer L. Armentrout,56005.0,3605.0,4.35,330,2012.0,True,"['Fantasy', 'Young Adult', 'Fantasy Paranormal', 'Fantasy Mythology', 'Romance', 'Romance Paranormal Romance', 'Mythology Greek Mythology', 'Fantasy Urban Fantasy', 'Fantasy Supernatural', 'Fantasy Magic']",0,,https://www.goodreads.com//book/show/9761778-deity
20,20,The Exiled Queen,Cinda Williams Chima,46284.0,2691.0,4.33,586,2010.0,True,"['Fantasy', 'Young Adult', 'Fantasy Magic', 'Romance', 'Fantasy High Fantasy', 'Young Adult Young Adult Fantasy', 'Fiction', 'Adventure', 'Fantasy Epic Fantasy', 'Young Adult Teen']",1,,https://www.goodreads.com//book/show/7801229-the-exiled-queen
21,21,Savvy,Ingrid Law,45561.0,3992.0,3.98,342,2008.0,True,"['Fantasy', 'Childrens Middle Grade', 'Young Adult', 'Fiction', 'Childrens', 'Adventure', 'Fantasy Magic', 'Childrens Juvenile', 'Family', 'Young Adult Coming Of Age']",9,,https://www.goodreads.com//book/show/2133795.Savvy
22,22,First Grave on the Right,Darynda Jones,78792.0,7895.0,4.02,310,2011.0,True,"['Fantasy Paranormal', 'Fantasy Urban Fantasy', 'Fantasy', 'Romance', 'Mystery', 'Romance Paranormal Romance', 'Paranormal Ghosts', 'Adult', 'Fiction', 'Fantasy Supernatural']",3,United States,https://www.goodreads.com//book/show/8788554-first-grave-on-the-right
23,23,Nine Princes in Amber,Roger Zelazny,55197.0,1993.0,4.05,175,1986.0,True,"['Fantasy', 'Fiction', 'Science Fiction', 'Science Fiction Fantasy', 'Adventure', 'Young Adult', 'Childrens', 'Classics', 'Fantasy Epic Fantasy', 'Fantasy High Fantasy']",1,,https://www.goodreads.com//book/show/92121.Nine_Princes_in_Amber
24,24,Kindred,Octavia E. Butler,116119.0,13194.0,4.27,287,2004.0,False,"['Historical Historical Fiction', 'Fiction', 'Science Fiction', 'Fantasy', 'Science Fiction Time Travel', 'Historical', 'Classics', 'Cultural African American', 'Science Fiction Fantasy', 'Race']",1,United States,https://www.goodreads.com//book/show/60931.Kindred
25,25,Virals,Kathy Reichs,36445.0,2940.0,3.94,454,2010.0,True,"['Young Adult', 'Mystery', 'Science Fiction', 'Fiction', 'Fantasy', 'Adventure', 'Fantasy Paranormal', 'Mystery Crime', 'Thriller', 'Young Adult Teen']",1,United States,https://www.goodreads.com//book/show/7800188-virals
26,26,Ringworld,Larry Niven,107792.0,3615.0,3.96,288,2005.0,True,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Classics', 'Fantasy', 'Space Space Opera', 'Audiobook', 'Space', 'Hugo Awards', 'Adventure']",4,,https://www.goodreads.com//book/show/61179.Ringworld
27,27,A Disturbed Girl's Guide to Curing Boredom,James   Howell,153.0,20.0,3.69,238,2011.0,True,"['Fiction', 'Thriller', 'Dark']",0,,https://www.goodreads.com//book/show/11968674-a-disturbed-girl-s-guide-to-curing-boredom
28,28,Witch in the Woods,Taylor Ann Bunker,129.0,26.0,3.74,204,2013.0,True,"['Fantasy', 'Fantasy Paranormal', 'Paranormal Witches', 'Young Adult', 'Fiction', 'Fantasy Supernatural', 'The United States Of America', 'Historical Historical Fiction', 'Fantasy Magic', 'Horror']",0,,https://www.goodreads.com//book/show/19464292-witch-in-the-woods
29,29,A Beautiful Mess,T.K. Leigh,11759.0,1081.0,4.0,323,2013.0,True,"['Romance', 'New Adult', 'Romance Contemporary Romance', 'Suspense', 'Contemporary', 'Adult Fiction Erotica', 'Mystery', 'Adult', 'Romance Romantic Suspense', 'Business Amazon']",0,United States,https://www.goodreads.com//book/show/18194292-a-beautiful-mess
30,30,Heartsick,Chelsea Cain,40885.0,2971.0,3.94,326,2007.0,True,"['Mystery', 'Thriller', 'Fiction', 'Mystery Crime', 'Suspense', 'Thriller Mystery Thriller', 'Horror', 'Drama', 'Adult', 'Adult Fiction']",0,United States,https://www.goodreads.com//book/show/657034.Heartsick
31,31,To the Nines,Janet Evanovich,112218.0,2114.0,4.15,352,2004.0,True,"['Mystery', 'Fiction', 'Humor', 'Womens Fiction Chick Lit', 'Romance', 'Mystery Crime', 'Humor Comedy', 'Thriller Mystery Thriller', 'Contemporary', 'Adult']",0,United States,https://www.goodreads.com//book/show/40331.To_the_Nines
32,32,The Adoration of Jenna Fox,Mary E. Pearson,50543.0,4828.0,3.69,266,2008.0,True,"['Young Adult', 'Science Fiction', 'Science Fiction Dystopia', 'Fiction', 'Young Adult Teen', 'Fantasy', 'Mystery', 'Romance', 'Audiobook', 'Futuristic']",10,,https://www.goodreads.com//book/show/1902241.The_Adoration_of_Jenna_Fox
33,33,Megan Meade's Guide to the McGowan Boys,Kate Brian,32293.0,1408.0,3.92,268,2006.0,False,"['Young Adult', 'Romance', 'Contemporary', 'Womens Fiction Chick Lit', 'Young Adult High School', 'Young Adult Teen', 'Realistic Fiction', 'Young Adult Young Adult Romance', 'Fiction', 'Young Adult Young Adult Contemporary']",0,United States,https://www.goodreads.com//book/show/238360.Megan_Meade_s_Guide_to_the_McGowan_Boys
34,34,Ethereal,Addison Moore,13700.0,955.0,3.75,225,2011.0,True,"['Fantasy Paranormal', 'Young Adult', 'Paranormal Angels', 'Fantasy', 'Romance', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Fantasy Magic', 'Fantasy Urban Fantasy', 'Science Fiction Time Travel']",0,,https://www.goodreads.com//book/show/10941624-ethereal
35,35,Mister Monday,Garth Nix,35686.0,1551.0,3.79,384,2006.0,True,"['Fantasy', 'Young Adult', 'Fiction', 'Childrens', 'Adventure', 'Childrens Middle Grade', 'Fantasy Magic', 'Young Adult Young Adult Fantasy', 'Science Fiction Fantasy', 'Science Fiction']",1,,https://www.goodreads.com//book/show/47613.Mister_Monday
36,36,Rooftops of Tehran,Mahbod Seraji,9932.0,934.0,3.89,348,2009.0,False,"['Historical Historical Fiction', 'Fiction', 'Cultural Iran', 'Romance', 'Historical', 'Cultural', 'Novels', 'Cultural Asia', 'Young Adult Coming Of Age', 'Literary Fiction']",0,,https://www.goodreads.com//book/show/6001011-rooftops-of-tehran
37,37,Rainbow Six,Tom Clancy,50551.0,1180.0,4.09,912,1999.0,True,"['Fiction', 'Thriller', 'War Military Fiction', 'Action', 'Spy Thriller Espionage', 'Adventure', 'Mystery', 'Suspense', 'Mystery Crime', 'War']",0,,https://www.goodreads.com//book/show/5720.Rainbow_Six
38,38,The Kitchen House,Kathleen Grissom,243606.0,18842.0,4.18,369,2010.0,False,"['Historical Historical Fiction', 'Fiction', 'Historical', 'Book Club', 'Audiobook', 'Adult Fiction', 'Adult', 'American Southern', 'Novels', 'Cultural African American']",1,United States,https://www.goodreads.com//book/show/6837103-the-kitchen-house
39,39,Lover Reborn,J.R. Ward,76829.0,4773.0,4.33,572,2012.0,True,"['Fantasy Paranormal', 'Romance Paranormal Romance', 'Paranormal Vampires', 'Romance', 'Fantasy', 'Fantasy Urban Fantasy', 'Adult', 'Fiction', 'Adult Fiction Erotica', 'Fantasy Supernatural']",2,United States,https://www.goodreads.com//book/show/10993282-lover-reborn
40,40,Fall of Giants,Ken Follett,283898.0,14489.0,4.28,985,2010.0,True,"['Historical Historical Fiction', 'Fiction', 'Historical', 'War', 'Audiobook', 'Novels', 'Adult', 'War World War I', 'Epic', 'Cultural Russia']",1,Russian Federation,https://www.goodreads.com//book/show/7315573-fall-of-giants
41,41,The Dead-Tossed Waves,Carrie Ryan,30050.0,2706.0,3.9,416,2010.0,True,"['Young Adult', 'Horror Zombies', 'Science Fiction Dystopia', 'Horror', 'Fantasy', 'Apocalyptic Post Apocalyptic', 'Fiction', 'Romance', 'Fantasy Paranormal', 'Science Fiction']",0,,https://www.goodreads.com//book/show/6555517-the-dead-tossed-waves
42,42,The Sight,David Clement-Davies,12604.0,741.0,4.14,486,2003.0,True,"['Fantasy', 'Young Adult', 'Animals', 'Fiction', 'Animals Wolves', 'Adventure', 'Childrens', 'Animals Animal Fiction', 'Fantasy Magic', 'Young Adult Young Adult Fantasy']",0,,https://www.goodreads.com//book/show/58085.The_Sight
43,43,Broken Promises (Past Imperfect Mystery Book 1),Anne  Willow,6564.0,37.0,4.3,229,2018.0,False,"['Fiction', 'Contemporary', 'Young Adult', 'Novels', 'New Adult', 'Adult', 'Drama', 'Romance', 'Mystery', 'Romance Love Story']",0,,https://www.goodreads.com//book/show/40121205-broken-promises
44,44,90 Miles to Freedom,K.C. Hilton,346.0,71.0,3.44,202,2011.0,False,"['Fiction', 'Mystery', 'Drama', 'Suspense', 'Contemporary', 'Business Amazon', 'Young Adult', 'Novels', 'Literature American']",0,United States,https://www.goodreads.com//book/show/11535216-90-miles-to-freedom
45,45,So B. It,Sarah Weeks,32614.0,2916.0,4.11,288,2005.0,True,"['Young Adult', 'Realistic Fiction', 'Fiction', 'Childrens Middle Grade', 'Contemporary', 'Childrens', 'Family', 'Mystery', 'Mental Health Mental Illness', 'Childrens Juvenile']",8,United States,https://www.goodreads.com//book/show/237320.So_B_It
46,46,Destiny of the Vampire,Tina Traverse,62.0,8.0,3.81,312,2012.0,False,"['Paranormal Vampires', 'Suspense', 'Fantasy Paranormal', 'Action']",0,,https://www.goodreads.com//book/show/15997064-destiny-of-the-vampire
47,47,The Magic of Finkleton,K.C. Hilton,488.0,100.0,3.66,184,2011.0,True,"['Fantasy', 'Childrens Middle Grade', 'Fantasy Magic', 'Young Adult', 'Fiction', 'Childrens', 'Historical Historical Fiction', 'Mystery', 'Literature 21st Century', 'Kids']",4,,https://www.goodreads.com//book/show/10316626-the-magic-of-finkleton
48,48,Childhood's End,Arthur C. Clarke,136969.0,5624.0,4.1,224,1987.0,False,"['Science Fiction', 'Fiction', 'Classics', 'Science Fiction Fantasy', 'Science Fiction Dystopia', 'Science Fiction Aliens', 'Fantasy', 'Novels', 'Audiobook', 'Speculative Fiction']",1,,https://www.goodreads.com//book/show/414999.Childhood_s_End
49,49,Willow,Julia Hoban,31674.0,1993.0,3.92,329,2009.0,False,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Health Mental Health', 'Mental Health Mental Illness', 'Death', 'Young Adult Teen', 'Drama']",1,,https://www.goodreads.com//book/show/4570768-willow
50,50,Let There Be Blood,Tina Traverse,47.0,,4.13,267,2013.0,False,[],0,,https://www.goodreads.com//book/show/19101163-let-there-be-blood
51,51,The Prisoner of Cell 25,Richard Paul Evans,36989.0,4945.0,4.22,326,2011.0,True,"['Young Adult', 'Science Fiction', 'Fantasy', 'Fiction', 'Adventure', 'Young Adult Teen', 'Childrens Middle Grade', 'Action', 'Fantasy Paranormal', 'Thriller']",3,,https://www.goodreads.com//book/show/11337912-the-prisoner-of-cell-25
52,52,Bone Crossed,Patricia Briggs,99450.0,3117.0,4.33,300,2009.0,True,"['Fantasy Urban Fantasy', 'Fantasy', 'Fantasy Paranormal', 'Paranormal Vampires', 'Romance', 'Shapeshifters Werewolves', 'Romance Paranormal Romance', 'Paranormal Shapeshifters', 'Fiction', 'Fantasy Supernatural']",3,United States,https://www.goodreads.com//book/show/3128411-bone-crossed
53,53,If You Could See Me Now,Cecelia Ahern,39036.0,2307.0,3.86,306,2007.0,False,"['Womens Fiction Chick Lit', 'Romance', 'Fiction', 'Fantasy', 'Contemporary', 'Magical Realism', 'Adult', 'Romance Contemporary Romance', 'Cultural Ireland', 'Adult Fiction']",0,Ireland,https://www.goodreads.com//book/show/158119.If_You_Could_See_Me_Now
54,54,Tsunami Connection,Michael James Gallagher,115.0,28.0,4.14,261,2014.0,False,"['Spy Thriller Espionage', 'Thriller Spy Thriller', 'Thriller', 'Thriller Mystery Thriller']",0,,https://www.goodreads.com//book/show/22207400-tsunami-connection
55,55,Wolves of the Calla,Stephen King,164949.0,4426.0,4.16,931,2006.0,True,"['Fantasy', 'Fiction', 'Horror', 'Science Fiction', 'Westerns', 'Adventure', 'Audiobook', 'Science Fiction Fantasy', 'Young Adult', 'Childrens']",1,,https://www.goodreads.com//book/show/4978.Wolves_of_the_Calla
56,56,The Scare,Robert   Shaw,66.0,10.0,3.83,360,2011.0,False,"['Horror', 'Fantasy Paranormal', 'Science Fiction Fantasy', 'Young Adult']",0,,https://www.goodreads.com//book/show/11463118-the-scare
57,57,Batman: The Dark Knight Returns,Frank Miller,165530.0,3580.0,4.26,197,2012.0,True,"['Sequential Art Comics', 'Sequential Art Graphic Novels', 'Dc Comics Batman', 'Fiction', 'Graphic Novels Comics', 'Comics Comic Book', 'Superheroes Dc Comics', 'Comics Superheroes', 'Fantasy', 'Mystery Crime']",0,,https://www.goodreads.com//book/show/59960.Batman
58,58,Personal Demons,Lisa Desrochers,10093.0,913.0,3.66,365,2010.0,True,"['Young Adult', 'Paranormal Angels', 'Paranormal Demons', 'Fantasy Paranormal', 'Fantasy', 'Romance', 'Romance Paranormal Romance', 'Fantasy Urban Fantasy', 'Fantasy Supernatural', 'Young Adult Young Adult Paranormal']",0,,https://www.goodreads.com//book/show/7823600-personal-demons
59,59,Tangled,Emma Chase,109333.0,9558.0,4.07,254,2013.0,True,"['Romance', 'Contemporary', 'Romance Contemporary Romance', 'New Adult', 'Humor', 'Adult', 'Womens Fiction Chick Lit', 'Adult Fiction Erotica', 'Fiction', 'Romance Erotic Romance']",2,United States,https://www.goodreads.com//book/show/18297707-tangled
60,60,Kissing Coffins,Ellen Schreiber,25149.0,796.0,3.88,224,2007.0,True,"['Paranormal Vampires', 'Young Adult', 'Fantasy Paranormal', 'Fantasy', 'Romance', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Fantasy Urban Fantasy', 'Young Adult Teen', 'Fiction']",0,,https://www.goodreads.com//book/show/263172.Kissing_Coffins
61,61,Secrets of the Realm,Bev Stout,543.0,83.0,3.91,338,2013.0,False,"['Historical Historical Fiction', 'Young Adult', 'Childrens Middle Grade', 'Young Adult Coming Of Age', 'Historical', 'Action', 'Adventure Pirates', 'Fiction', 'Fantasy', 'Adventure']",0,,https://www.goodreads.com//book/show/19183499-secrets-of-the-realm
62,62,Mine Till Midnight,Lisa Kleypas,60997.0,2737.0,4.08,376,2007.0,True,"['Romance Historical Romance', 'Romance', 'Historical', 'Historical Historical Fiction', 'Adult', 'Historical Regency', 'Fiction', 'Historical Romance Regency Romance', 'Womens Fiction Chick Lit', 'Historical Victorian']",1,United Kingdom,https://www.goodreads.com//book/show/693016.Mine_Till_Midnight
63,63,Birthmarked,Caragh M. O'Brien,48046.0,3619.0,3.87,361,2010.0,True,"['Young Adult', 'Science Fiction Dystopia', 'Fantasy', 'Science Fiction', 'Fiction', 'Romance', 'Apocalyptic Post Apocalyptic', 'Young Adult Teen', 'Adventure', 'Adventure Survival']",5,,https://www.goodreads.com//book/show/6909544-birthmarked
64,64,Managing Bubbie,Russel Lazega,1052.0,184.0,3.85,237,2015.0,False,"['Nonfiction', 'Biography', 'Autobiography Memoir', 'World War II Holocaust', 'History', 'Family', 'Historical', 'Cultural Spain', 'North American Hi... American History', 'War World War II']",15,United States,https://www.goodreads.com//book/show/25367434-managing-bubbie
65,65,Origins,Angelo Tsanatelis,58.0,16.0,3.88,0,2012.0,True,"['Fantasy', 'Fantasy Dark Fantasy', 'Fiction']",0,,https://www.goodreads.com//book/show/11390271-origins
66,66,Home Repair,Liz Rosenberg,690.0,169.0,3.18,352,2009.0,False,"['Fiction', 'Womens Fiction Chick Lit', 'Womens Fiction', 'Contemporary', 'Realistic Fiction']",0,,https://www.goodreads.com//book/show/5982569-home-repair
67,67,Incarnate,Jodi Meadows,21620.0,2599.0,3.73,374,2012.0,True,"['Fantasy', 'Young Adult', 'Romance', 'Science Fiction Dystopia', 'Fantasy Paranormal', 'Science Fiction', 'Fantasy Dragons', 'Fiction', 'Young Adult Young Adult Fantasy', 'Fantasy Supernatural']",0,,https://www.goodreads.com//book/show/8573642-incarnate
68,68,Relentless,Karen  Lynch,22006.0,1713.0,4.3,288,2013.0,True,"['Fantasy Paranormal', 'Fantasy', 'Paranormal Vampires', 'Young Adult', 'Romance', 'Romance Paranormal Romance', 'Paranormal Demons', 'Fantasy Urban Fantasy', 'Fantasy Supernatural', 'Fairies Fae']",0,,https://www.goodreads.com//book/show/20427449-relentless
69,69,Song Bird: Matters of the Heart,Christine M. Knight,39.0,32.0,4.56,304,2015.0,False,[],0,,https://www.goodreads.com//book/show/24536832-song-bird
70,70,Cat's Cradle,Kurt Vonnegut Jr.,348463.0,11345.0,4.16,179,1999.0,False,"['Fiction', 'Classics', 'Science Fiction', 'Humor', 'Literature', 'Novels', 'Science Fiction Dystopia', 'Literature American', 'Fantasy', 'Literature 20th Century']",1,United States,https://www.goodreads.com//book/show/135479.Cat_s_Cradle
71,71,Tower of Dawn,Sarah J. Maas,155972.0,15067.0,4.33,660,2017.0,True,"['Fantasy', 'Young Adult', 'Romance', 'New Adult', 'Fantasy Magic', 'Young Adult Young Adult Fantasy', 'Fiction', 'Fantasy High Fantasy', 'Fairies Fae', 'Fantasy Paranormal']",1,,https://www.goodreads.com//book/show/31450852-tower-of-dawn
72,72,Baby,J.K. Accinni,866.0,226.0,3.8,173,2012.0,True,"['Science Fiction', 'Horror', 'Science Fiction Aliens', 'Fantasy', 'Thriller', 'Science Fiction Dystopia', 'Fantasy Paranormal', 'Fiction', 'Dark', 'Wildlife']",1,,https://www.goodreads.com//book/show/15992857-baby
73,73,The Cadaver Factory,Kenneth Jarrett Singleton,239.0,4.0,4.35,52,2004.0,False,"['Fiction', 'Horror', 'Contemporary', 'Mystery', 'Science Fiction', 'Mystery Crime', 'Thriller', 'Suspense']",0,,https://www.goodreads.com//book/show/7510368-the-cadaver-factory
74,74,The Eight,Katherine Neville,38370.0,2760.0,3.92,598,1990.0,True,"['Fiction', 'Mystery', 'Historical Historical Fiction', 'Thriller', 'Fantasy', 'Adventure', 'Historical', 'Suspense', 'Thriller Mystery Thriller', 'Romance']",0,United States,https://www.goodreads.com//book/show/113310.The_Eight
75,75,A Fistful of Charms,Kim Harrison,55263.0,1387.0,4.26,510,2006.0,True,"['Fantasy Urban Fantasy', 'Fantasy', 'Fantasy Paranormal', 'Paranormal Vampires', 'Paranormal Witches', 'Fantasy Magic', 'Fiction', 'Paranormal Demons', 'Romance', 'Fantasy Supernatural']",0,United States,https://www.goodreads.com//book/show/30260.A_Fistful_of_Charms
76,76,Dreamless,Josephine Angelini,39848.0,2389.0,4.18,487,2012.0,True,"['Fantasy', 'Young Adult', 'Fantasy Mythology', 'Romance', 'Fantasy Paranormal', 'Mythology Greek Mythology', 'Fantasy Urban Fantasy', 'Romance Paranormal Romance', 'Fantasy Supernatural', 'Fiction']",0,United States,https://www.goodreads.com//book/show/12995284-dreamless
